article_id,DOI,journal_name,title
6290,https://doi.org/10.1108/17570971211281666,ADVANCES IN DUAL DIAGNOSIS,Reducing depression among perinatal drug users - what is needed? A triangulated study
5468,https://doi.org/10.1037/a0026759,JOURNAL OF FAMILY PSYCHOLOGY,Examining Changes in Relationship Adjustment and Life Satisfaction in Marriage
6341,https://doi.org/10.1080/0075417X.2012.720104,JOURNAL OF CHILD PSYCHOTHERAPY,'Make sure you keep our house safe!' Thematic analysis of a children's psychotherapy group
1540,https://doi.org/NA,BEHAVIORAL DISORDERS,Involvement in Bullying among Children with Autism Spectrum Disorders: Parents' Perspectives on the Influence of School Factors
2274,https://doi.org/10.1016/j.jsat.2011.12.002,JOURNAL OF SUBSTANCE ABUSE TREATMENT,"Drug-abusing offenders with comorbid mental disorders: Problem severity, treatment participation, and recidivism"
2552,https://doi.org/10.1093/arclin/acs051,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,Psychogenic Stuttering and Other Acquired Nonorganic Speech and Language Abnormalities
3427,https://doi.org/10.1080/09084282.2011.643953,APPLIED NEUROPSYCHOLOGY-ADULT,The A-Test: A Symptom Validity Indicator Embedded Within a Mental Status Examination for Social Security Disability
3032,https://doi.org/10.1002/jts.21696,JOURNAL OF TRAUMATIC STRESS,Simplifying complex PTSD: Comment on Resick et al. (2012)
727,https://doi.org/10.1177/1073191111402458,ASSESSMENT,Modified Test Administration Using Assistive Technology: Preliminary Psychometric Findings
945,https://doi.org/10.1002/jclp.21908,JOURNAL OF CLINICAL PSYCHOLOGY,"The Depression Anxiety Stress Scalesu21 (DASS-21): Further Examination of Dimensions, Scale Reliability, and Correlates"
3317,https://doi.org/10.1177/1098300712436844,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,Secondary and Tertiary Support Systems in Schools Implementing School-Wide Positive Behavioral Interventions and Supports: A Preliminary Descriptive Analysis
626,https://doi.org/10.1016/j.jsat.2012.08.013,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Development and initial feasibility of an organizational measure of behavioral health integration in medical care settings
4358,https://doi.org/10.1037/a0027100,JOURNAL OF FAMILY PSYCHOLOGY,Item Response Theory Analysis of Intimate-Partner Violence in a Community Sample
6534,https://doi.org/10.2753/IMH0020-7411410303,INTERNATIONAL JOURNAL OF MENTAL HEALTH,The Effect of the Implementation of the Rehabilitation of the Mentally Disabled in the Community Law in Israel on the Pattern of Psychiatric Hospitalizations A National Case Register Study
4226,https://doi.org/10.1177/0002764211433807,AMERICAN BEHAVIORAL SCIENTIST,Socially Mobile Mexican Americans and the Minority Culture of Mobility
1396,https://doi.org/10.1037/a0026485,HEALTH PSYCHOLOGY,Daytime and Nighttime Sleep Patterns in Adolescents With and Without Chronic Pain
5123,https://doi.org/10.1177/1359105311412838,JOURNAL OF HEALTH PSYCHOLOGY,Sex and Diabetes: A Thematic Analysis of Gay and Bisexual Men's Accounts
4470,https://doi.org/10.1002/erv.2167,EUROPEAN EATING DISORDERS REVIEW,Family-based Early Intervention for Anorexia Nervosa
2818,https://doi.org/10.1111/j.1752-0606.2012.00317.x,JOURNAL OF MARITAL AND FAMILY THERAPY,Shedding Light on Thirteen Years of Darkness: Content Analysis of Articles Pertaining to Transgender Issues In Marriage/Couple and Family Therapy Journals
1015,https://doi.org/10.1002/bin.1348,BEHAVIORAL INTERVENTIONS,THE EFFECTS OF RESPONSE INTERRUPTION AND REDIRECTION (RIRD) AND DIFFERENTIAL REINFORCEMENT ON VOCAL STEREOTYPY AND APPROPRIATE VOCALIZATIONS
5990,https://doi.org/10.1111/j.1475-3588.2011.00605.x,CHILD AND ADOLESCENT MENTAL HEALTH,Internet addiction in the island of Hippocrates: the associations between internet abuse and adolescent off-line behaviours
6842,https://doi.org/10.1080/15374416.2012.686102,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,"ASD, a Psychiatric Disorder, or Both? Psychiatric Diagnoses in Adolescents with High-Functioning ASD"
4746,https://doi.org/10.1002/jclp.20872,JOURNAL OF CLINICAL PSYCHOLOGY,The Role of Subjective Illness Beliefs and Attitude Toward Recovery Within the Relationship of Insight and Depressive Symptoms Among People With Schizophrenia Spectrum Disorders
6184,https://doi.org/10.1017/S0033291711001243,PSYCHOLOGICAL MEDICINE,Predicting self- and other-directed violence among discharged psychiatric patients: the roles of anger and psychopathic traits
517,https://doi.org/10.1007/s10508-011-9896-0,ARCHIVES OF SEXUAL BEHAVIOR,A Possible Second Type of Maternal-Fetal Immune Interaction Involved in Both Male and Female Homosexuality
33,https://doi.org/10.4088/JCP.12m07670,JOURNAL OF CLINICAL PSYCHIATRY,"A 12-Week, Randomized, Double-Blind, Placebo-Controlled, Sequential Parallel Comparison Trial of Ziprasidone as Monotherapy for Major Depressive Disorder"
7066,https://doi.org/10.1080/00223891.2011.627965,JOURNAL OF PERSONALITY ASSESSMENT,Nonlinear Principal Components Analysis With CATPCA: A Tutorial
103,https://doi.org/10.1037/a0027264,PSYCHOLOGY OF VIOLENCE,Teens' Experiences of Harsh Parenting and Exposure to Severe Intimate Partner Violence: Adding Insult to Injury in Predicting Teen Dating Violence
5348,https://doi.org/10.1002/jts.21666,JOURNAL OF TRAUMATIC STRESS,The mediating role of trauma-related symptoms in the relationship between sexual victimization and physical health symptomatology in undergraduate women
2157,https://doi.org/10.1016/j.addbeh.2012.04.013,ADDICTIVE BEHAVIORS,Development and initial validation of a measure of motives for pregaming in college students
1353,https://doi.org/10.1177/1079063211421019,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,Failure to Register as a Predictor of Sex Offense Recidivism: The Big Bad Wolf or a Red Herring?
1693,https://doi.org/10.1177/1550059412444821,CLINICAL EEG AND NEUROSCIENCE,"Abstracts From Peer-Reviewed Presentations at the Australasian Cognitive Neurosciences Conference (21st meeting of the Australasian Society for Psychophysiology), December 9-12, 2012, Macquarie University, Sydney, Australia"
4172,https://doi.org/10.1016/j.bodyim.2012.01.005,BODY IMAGE,Self- and social perception of physical appearance in chest wall deformity
5897,https://doi.org/10.1037/a0026366,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Why Two Smoking Cessation Agents Work Better Than One: Role of Craving Suppression
5611,https://doi.org/10.1080/14733145.2011.580353,COUNSELLING & PSYCHOTHERAPY RESEARCH,"'I never talked about, ever': A comprehensive process analysis of a significant client disclosure event in therapy"
3619,https://doi.org/10.1017/S104161021100247X,INTERNATIONAL PSYCHOGERIATRICS,"Sense of Competence in Dementia Care Staff (SCIDS) scale: development, reliability, and validity"
2781,https://doi.org/10.1007/s10896-012-9433-5,JOURNAL OF FAMILY VIOLENCE,Battering Men and Their Male Therapists: The Different and the Similar
16,https://doi.org/10.1037/a0029910,PSYCHOLOGY OF VIOLENCE,Shifting Perspectives: Applying Person-Centered Analyses to Violence Research
5477,https://doi.org/10.1037/a0026480,JOURNAL OF FAMILY PSYCHOLOGY,Tuning in to Kids: An Effectiveness Trial of a Parenting Program Targeting Emotion Socialization of Preschoolers
3804,https://doi.org/10.1007/s10862-011-9273-2,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,"The 10-Item Positive and Negative Affect Schedule for Children, Child and Parent Shortened Versions: Application of Item Response Theory for More Efficient Assessment"
3320,https://doi.org/10.1080/07317107.2012.684654,CHILD & FAMILY BEHAVIOR THERAPY,An Intervention Using Graduated Extinction to Decrease Bed-Sharing in 2-to 6-Year-Old Children
5445,https://doi.org/NA,COGNITIVE AND BEHAVIORAL PRACTICE,Calibrating for Comorbidity: Clinical Decision-Making in Youth Depression and Anxiety
988,https://doi.org/NA,BEHAVIOR THERAPY,An Open Trial Investigation of a Transdiagnostic Group Treatment for Children With Anxiety and Depressive Symptoms
82,https://doi.org/10.4088/JCP.11m07316,JOURNAL OF CLINICAL PSYCHIATRY,The Renin-Angiotensin Pathway in Posttraumatic Stress Disorder: Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers Are Associated With Fewer Traumatic Stress Symptoms
6040,https://doi.org/10.1017/S1355617711001275,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Reading Based IQ Estimates and Actual Premorbid Cognitive Performance: Discrepancies in a College Athlete Sample
6001,https://doi.org/NA,INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY,The Leyton Obsessional Inventory-Child Version: Validity and reliability in Spanish non-clinical population
914,https://doi.org/10.1002/da.21993,DEPRESSION AND ANXIETY,SELF-REPORT AND CLINICIAN-RATED MEASURES OF DEPRESSION SEVERITY: CAN ONE REPLACE THE OTHER?
4421,https://doi.org/10.1037/a0028112,PSYCHOLOGICAL SERVICES,Telehealth for Persons With Severe Functional Disabilities and Their Caregivers: Facilitating Self-Care Management in the Home Setting
5742,https://doi.org/10.1016/j.janxdis.2011.12.001,JOURNAL OF ANXIETY DISORDERS,Towards a post-traumatic subtype of obsessive-compulsive disorder
2344,https://doi.org/10.1111/j.1751-9861.2012.00085.x,JOURNAL OF APPLIED BIOBEHAVIORAL RESEARCH,"The Effect of Temporal Framing on Behavioral Intentions, Expectations, and Behavior: The Case of Healthy Eating"
149,https://doi.org/NA,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,THE POWER OF PROTECTION: A POPULATION-BASED COMPARISON OF NATIVE AND NON-NATIVE YOUTH SUICIDE ATTEMPTERS
5689,https://doi.org/10.1037/a0025688,HEALTH PSYCHOLOGY,A Time-Lagged Momentary Assessment Study on Daily Life Physical Activity and Affect
100,https://doi.org/10.1037/a0027185,PSYCHOLOGY OF VIOLENCE,Childhood Sexual Abuse and Acute Alcohol Effects on Men's Sexual Aggression Intentions
5095,https://doi.org/10.1037/a0027332,JOURNAL OF FAMILY PSYCHOLOGY,"Intrusion, Avoidance, and Daily Negative Affect Among Couples Coping With Prostate Cancer: A Dyadic Investigation"
2346,https://doi.org/10.1007/s12671-012-0120-7,MINDFULNESS,Participation in an Adapted Version of MBCT in Psychiatric Care
2450,https://doi.org/10.1002/erv.2163,EUROPEAN EATING DISORDERS REVIEW,Personality Changes in Bulimia Nervosa after a Cognitive Behaviour Therapy
91,https://doi.org/10.4088/JCP.11m07522,JOURNAL OF CLINICAL PSYCHIATRY,"A Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Varenicline for Smoking Cessation in Patients With Schizophrenia or Schizoaffective Disorder"
6925,https://doi.org/10.1080/00224499.2011.637247,JOURNAL OF SEX RESEARCH,"Victimization Experiences of Lesbian, Gay, and Bisexual Individuals: A Meta-Analysis"
5174,https://doi.org/NA,INTERNATIONAL JOURNAL OF COGNITIVE THERAPY,"Fear of Emotions, Experiential Avoidance, and Intolerance of Uncertainty in Worry and Generalized Anxiety Disorder"
6995,https://doi.org/10.1080/0092623X.2011.569638,JOURNAL OF SEX & MARITAL THERAPY,Sexual Health Problems and Associated Help-Seeking Behavior of People With Physical Disabilities and Chronic Diseases
2336,https://doi.org/10.1080/14733145.2012.696122,COUNSELLING & PSYCHOTHERAPY RESEARCH,Does participation in research lead to changes in attitudes among clinicians? Report on a survey of those involved in a French practice research network
4816,https://doi.org/10.1111/j.2044-8287.2011.02042.x,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,The effect of an expressive writing intervention (EWI) on stress in infertile couples undergoing assisted reproductive technology (ART) treatment: A randomized controlled pilot study
5878,https://doi.org/10.4088/JCP.10m06720,JOURNAL OF CLINICAL PSYCHIATRY,Factors Associated With the Persistence and Onset of New Anxiety Disorders in Youth With Bipolar Spectrum Disorders
6204,https://doi.org/10.1037/a0026592,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,The Adults in the Making Program: Long-Term Protective Stabilizing Effects on Alcohol Use and Substance Use Problems for Rural African American Emerging Adults
1309,https://doi.org/10.1177/1079063211407080,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,Prospective Validity of the Estimate of Risk of Adolescent Sexual Offense Recidivism (ERASOR)
2897,https://doi.org/10.1111/j.2044-8287.2011.02059.x,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,"The impact of pre-treatment weight-loss expectations on weight loss, weight regain, and attrition in people who are overweight and obese: A systematic review of the literature"
5740,https://doi.org/10.1016/j.janxdis.2011.12.012,JOURNAL OF ANXIETY DISORDERS,The effect of facial blood flow on ratings of blushing and negative affect during an embarrassing task: Preliminary findings
6521,https://doi.org/10.1080/10720162.2012.660432,SEXUAL ADDICTION & COMPULSIVITY-THE JOURNAL OF TREATMENT AND PREVENTION,Child Pornography and the Law: A Clinician's Guide
1877,https://doi.org/10.1177/1359104511424998,CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,A reliability generalization meta-analysis of coefficient alpha for the Reynolds Adolescent Depression Scale
6782,https://doi.org/10.2147/PRBM.S34524,PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,Reaching out to people struggling with their lives: a discourse analysis of answers from Internet-based services in Norway and Sweden
427,https://doi.org/10.1037/a0027174,JOURNAL OF ABNORMAL PSYCHOLOGY,Source Monitoring and Olfactory Hallucinations in Schizophrenia
4089,https://doi.org/10.1002/eat.20974,INTERNATIONAL JOURNAL OF EATING DISORDERS,Developmental patterns and family predictors of adolescent weight concerns: A replication and extension
6586,https://doi.org/10.1080/17432979.2011.619577,BODY MOVEMENT AND DANCE IN PSYCHOTHERAPY,Creating dances to transform inner states: A choreographic model in Dance/Movement Therapy
5232,https://doi.org/10.1177/0002764211419357,AMERICAN BEHAVIORAL SCIENTIST,Picturing Protest: The Visual Framing of Collective Action by First Nations in Canada
4680,https://doi.org/10.1080/0092623X.2011.569635,JOURNAL OF SEX & MARITAL THERAPY,Trajectories of Therapeutic Alliance in Couple Versus Individual Therapy: Three-Level Models
951,https://doi.org/10.1177/1073191111399037,ASSESSMENT,The Structure of Cognitive Abilities in Youths With Manic Symptoms: A Factorial Invariance Study
1537,https://doi.org/10.1177/0093854812448784,CRIMINAL JUSTICE AND BEHAVIOR,NEGATIVE AFFECT AND EMOTION DYSREGULATION Conditional Relations With Violence and Risky Sexual Behavior in a Sample of Justice-Involved Adolescents
5261,https://doi.org/10.1037/a0027176,REHABILITATION PSYCHOLOGY,Possible Antecedents and Consequences of Self-Esteem in Persons With Multiple Sclerosis: Preliminary Evidence From a Cross-Sectional Analysis
5838,https://doi.org/10.1016/j.janxdis.2011.11.004,JOURNAL OF ANXIETY DISORDERS,The hierarchical model of social interaction anxiety and depression: The critical roles of fears of evaluation
1925,https://doi.org/10.1017/S1041610212000749,INTERNATIONAL PSYCHOGERIATRICS,"Cognition, coping, and outcome in Parkinson's disease"
4407,https://doi.org/10.1017/S0033291711001814,PSYCHOLOGICAL MEDICINE,Longitudinal predictors of past-year non-suicidal self-injury and motives among college students
2960,https://doi.org/10.1007/s10802-012-9617-8,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,Cognitive Development Masks Support for Attributional Style Models of Depression in Children and Adolescents
4570,https://doi.org/10.1080/10720537.2012.629117,JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,"SELF-CONSTRUCTION, COGNITIVE CONFLICTS, AND DISORDERED EATING ATTITUDES IN YOUNG WOMEN"
2859,https://doi.org/10.1016/j.brat.2012.04.003,BEHAVIOUR RESEARCH AND THERAPY,Cognitive distortions and eating pathology: Specificity of thought-shape fusion
1578,https://doi.org/10.1111/j.1545-5300.2012.01406.x,FAMILY PROCESS,The Shift from Monologue to Dialogue in a Couple Therapy Session: Dialogical Investigation of Change from the Therapists' Point of View
6186,https://doi.org/10.1017/S003329171100122X,PSYCHOLOGICAL MEDICINE,Amygdala to hippocampal volume ratio is associated with negative memory bias in healthy subjects
4856,https://doi.org/10.1016/j.addbeh.2011.11.021,ADDICTIVE BEHAVIORS,Modeling the activation of tobacco smoking expectancies in memory in relation to use patterns
1889,https://doi.org/10.1037/a0029425,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,The Relationship Between Experiences of Discrimination and Mental Health Among Lesbians and Gay Men: An Examination of Internalized Homonegativity and Rejection Sensitivity as Potential Mechanisms
1275,https://doi.org/10.1901/jaba.2012.45-601,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,EMERGENT INTRAVERBAL RESPONSES VIA TACT AND MATCH-TO-SAMPLE INSTRUCTION
3513,https://doi.org/10.1080/15374416.2012.664815,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,"Developmental Pathways to Conduct Disorder: Implications for Future Directions in Research, Assessment, and Treatment"
7044,https://doi.org/10.1016/j.bodyim.2011.07.007,BODY IMAGE,Internalization of the thin and muscular body ideal and disordered eating in adolescence: The mediation effects of body esteem
4121,https://doi.org/10.1177/1359105311421049,JOURNAL OF HEALTH PSYCHOLOGY,Using implicit associations towards fruit consumption to understand fruit consumption behaviour and habit strength relationships
1907,https://doi.org/10.3109/09638237.2012.664298,JOURNAL OF MENTAL HEALTH,Contribution of research networks to a clinical trial of antidepressants in people with dementia
703,https://doi.org/10.1007/s11469-010-9294-1,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,A Pilot Group Cognitive Behavioural Therapy Program for Problem Gamblers in a Rural Australian Setting
3616,https://doi.org/10.1017/S1041610212000373,INTERNATIONAL PSYCHOGERIATRICS,Sporadic Creutzfeldt-Jakob disease: a description of two cases
3921,https://doi.org/10.1007/s10880-011-9274-z,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,"Stress, Coping and Cognitive Deficits in Women After Surgery for Breast Cancer"
3310,https://doi.org/10.1037/a0027967,REHABILITATION PSYCHOLOGY,"Revisiting the Mine/Thine Problem: A Sensitizing Exercise for Clinic, Classroom, and Attributional Research"
6670,https://doi.org/10.1080/87568225.2012.659159,JOURNAL OF COLLEGE STUDENT PSYCHOTHERAPY,Building a Network of Grief Support on College Campuses: A National Grassroots Initiative
4719,https://doi.org/10.1080/00223891.2011.627962,JOURNAL OF PERSONALITY ASSESSMENT,Evidence for the Validity of the Clinical Perfectionism Questionnaire in a Nonclinical Population: More Than Just Negative Affectivity
2310,https://doi.org/10.1016/j.bodyim.2012.04.007,BODY IMAGE,Threat of the thin-ideal body image and body malleability beliefs: Effects on body image self-discrepancies and behavioral intentions
3576,https://doi.org/10.1017/S1041610211002225,INTERNATIONAL PSYCHOGERIATRICS,A long-term care center interdisciplinary education program for antipsychotic use in dementia: program update five years later
5039,https://doi.org/10.1007/s11089-011-0389-9,PASTORAL PSYCHOLOGY,Studying the Incremental Validity of Family Environment among Maltese University Students with Past Mental Trauma
4395,https://doi.org/10.1080/13554794.2011.568503,NEUROCASE,The color of touch: A case of tactile-visual synaesthesia
4005,https://doi.org/10.1037/a0027994,NEUROPSYCHOLOGY,Where Are My Hands? Influence of Limb Posture on Tactile Extinction
6864,https://doi.org/10.1080/00207144.2012.675297,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,RELAXATION VERSUS FRACTIONATION AS HYPNOTIC DEEPENING: Do They Differ in Physiological Changes?
2417,https://doi.org/10.1017/S1355617712000707,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Distal Sensory Polyneuropathy is Associated with Neuropsychological Test Performance among Persons with HIV
2560,https://doi.org/10.1016/j.jbtep.2012.05.006,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Understanding catastrophic worry in eating disorders: Process and content characteristics
6902,https://doi.org/10.1146/annurev-clinpsy-032511-143050,"ANNUAL REVIEW OF CLINICAL PSYCHOLOGY, VOL 8",Cognition in the Vegetative State
3441,https://doi.org/10.1037/a0027346,PSYCHOTHERAPY,Bridging the Gap Between Clinical Research and Clinical Practice: Introduction to the Special Section
