article_id,DOI,journal_name,title
754,https://doi.org/10.1007/s11469-011-9315-8,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Risk and Protective Factors Associated with Gambling Consequences for Indigenous Australians in North Queensland
4895,https://doi.org/10.1177/0002764211429360,AMERICAN BEHAVIORAL SCIENTIST,Tracking Prosumption Work on eBay: Reproduction of Desire and the Challenge of Slow Re-McDonaldization
6050,https://doi.org/10.1002/jclp.20852,JOURNAL OF CLINICAL PSYCHOLOGY,The relationships of attachment style and social maladjustment to death ideation in depressed women with a history of childhood sexual abuse
2910,https://doi.org/10.1002/da.21929,DEPRESSION AND ANXIETY,IMPACT OF CHILDHOOD TRAUMA ON THE OUTCOMES OF A PERINATAL DEPRESSION TRIAL
1248,https://doi.org/10.1177/1359105311429727,JOURNAL OF HEALTH PSYCHOLOGY,Impact when receiving a diagnosis: Additive and multiplicative effects between illness severity and perception of control
2822,https://doi.org/10.1111/j.1752-0606.2012.00300.x,JOURNAL OF MARITAL AND FAMILY THERAPY,A Perfect Fit: Connecting Family Therapy Skills To Family Business Needs
4390,https://doi.org/10.1080/13554794.2011.556128,NEUROCASE,The appearance of new phantom fingers post-amputation in a phocomelus
607,https://doi.org/10.1080/10503307.2012.699476,PSYCHOTHERAPY RESEARCH,The impact of conversational acknowledgers on perceptions of psychotherapists
2812,https://doi.org/10.1111/j.1752-0606.2012.00302.x,JOURNAL OF MARITAL AND FAMILY THERAPY,Too close and too rigid: Applying the Circumplex Model of Family Systems to First-Generation Family Firms
2831,https://doi.org/10.1017/S0033291711002868,PSYCHOLOGICAL MEDICINE,Molecular signatures of peripheral blood mononuclear cells during chronic interferon-α treatment: relationship with depression and fatigue
546,https://doi.org/10.1037/a0023609,PSYCHOANALYTIC PSYCHOLOGY,"LATENESS, ENACTMENT, AND RECOGNITION"
2474,https://doi.org/10.1017/S0033291711002674,PSYCHOLOGICAL MEDICINE,Initial construction of a maladaptive personality trait model and inventory for DSM-5
4567,https://doi.org/10.1080/02791072.2012.662859,JOURNAL OF PSYCHOACTIVE DRUGS,Behavioral Addictions: An Overview
2236,https://doi.org/10.1002/jts.21720,JOURNAL OF TRAUMATIC STRESS,Is DSM-IV criterion A2 associated with PTSD diagnosis and symptom severity?
254,https://doi.org/10.1007/s11469-012-9388-z,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,"Work Alienation, Patterns of Substance Use and Country of Origin among Male Hospitality Workers in Israel"
268,https://doi.org/10.1037/a0025654,PERSONALITY DISORDERS-THEORY RESEARCH AND TREATMENT,Aversion and Proneness to Shame in Self- and Informant-Reported Personality Disorder Symptoms
4736,https://doi.org/10.4088/JCP.10m06507,JOURNAL OF CLINICAL PSYCHIATRY,Analysis of Gene Variants Previously Associated With Iloperidone Response in Patients With Schizophrenia Who Are Treated With Risperidone
3482,https://doi.org/10.1037/a0026996,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Drink Refusal Training as Part of a Combined Behavioral Intervention: Effectiveness and Mechanisms of Change
2089,https://doi.org/10.1007/s12529-011-9166-5,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,Personality Typology in Relation to Muscle Strength
664,https://doi.org/10.1007/s10608-011-9432-5,COGNITIVE THERAPY AND RESEARCH,"Social Safeness, Received Social Support, and Maladjustment: Testing a Tripartite Model of Affect Regulation"
1122,https://doi.org/10.1111/j.1475-3588.2011.00642.x,CHILD AND ADOLESCENT MENTAL HEALTH,Using brief clinician and parent measures to track outcomes in outpatient child psychiatry: longer term follow-up and comparative effectiveness
6681,https://doi.org/10.1080/0886571X.2012.725368,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,Children in Residential Group Care With No Family Ties: Facing Existential Aloneness
4444,https://doi.org/10.1037/a0025339,HEALTH PSYCHOLOGY,Positive Emotion Word Use and Longevity in Famous Deceased Psychologists
2155,https://doi.org/10.1016/j.addbeh.2012.04.015,ADDICTIVE BEHAVIORS,"The Hispanic Americans Baseline Alcohol Survey (HABLAS): The association between acculturation, birthplace and alcohol consumption across Hispanic national groups"
4413,https://doi.org/10.4088/JCP.11m07342,JOURNAL OF CLINICAL PSYCHIATRY,Effect of Tryptophan Hydroxylase Gene Polymorphism on Aggression in Major Depressive Disorder and Undifferentiated Somatoform Disorder
6078,https://doi.org/10.1017/S1352465811000348,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,Translating CBT for Voices into a Program for Carers: A Pilot Study
162,https://doi.org/NA,INTERNATIONAL JOURNAL OF COGNITIVE THERAPY,Perfectionism and Goal Setting Behaviors: Optimizing Opportunities for Success and Avoiding the Potential for Failure
636,https://doi.org/10.1007/s11469-010-9302-5,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Incorporating Nondrug Social & Recreational Activities in Outpatient Chemical Dependency Treatment
2754,https://doi.org/10.1093/arclin/acs055,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,Implications of Apathy for Everyday Functioning Outcomes in Persons Living with HIV Infection
1631,https://doi.org/10.1002/hup.2255,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,"Semantic priming and verbal learning in current opiate users, ex-users and non-user controls"
5664,https://doi.org/10.1016/j.bodyim.2012.01.004,BODY IMAGE,Interpersonal and intrapersonal links to body appreciation in college women: An exploratory model
3995,https://doi.org/10.1007/s10896-012-9426-4,JOURNAL OF FAMILY VIOLENCE,Abused Mothers' Safety Concerns and Court Mediators' Custody Recommendations
5002,https://doi.org/10.1901/jaba.2012.45-23,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,ACQUISITION OF SOCIAL REFERENCING VIA DISCRIMINATION TRAINING IN INFANTS
5817,https://doi.org/10.1016/j.janxdis.2011.10.003,JOURNAL OF ANXIETY DISORDERS,Changes in risk-taking over the course of an internet-delivered cognitive behavioral therapy treatment for generalized anxiety disorder
4892,https://doi.org/10.1177/0002764211429363,AMERICAN BEHAVIORAL SCIENTIST,"On the Slope Is on the Screen: Prosumption, Social Media Practices, and Scopic Systems in the Freeskiing Subculture"
6774,https://doi.org/10.1080/13854046.2012.713121,CLINICAL NEUROPSYCHOLOGIST,Pain-related Fear is Associated with Cognitive Task Avoidance: Exploration of the Cogniphobia Construct in a Recurrent Headache Sample
3109,https://doi.org/10.1080/00223891.2011.650302,JOURNAL OF PERSONALITY ASSESSMENT,Clinical Utility of the Bem Sex Role Inventory (BSRI) in the Spanish Transsexual and Nontranssexual Population
1162,https://doi.org/10.1007/s10508-012-9971-1,ARCHIVES OF SEXUAL BEHAVIOR,Effects of Gender-Related Domain Violations and Sexual Orientation on Perceptions of Male and Female Targets: An Analogue Study
3057,https://doi.org/10.1177/0145445512445609,BEHAVIOR MODIFICATION,Improving Generalization of Peer Socialization Gains in Inclusive School Settings Using Initiations Training
2821,https://doi.org/10.1111/j.1752-0606.2009.00135.x,JOURNAL OF MARITAL AND FAMILY THERAPY,The Role of the Therapist in Common Factors: Continuing the Dialogue
5667,https://doi.org/10.1111/j.1545-5300.2012.01381.x,FAMILY PROCESS,Producing Evidence of a Miracle: Exemplars of Therapy Conversation With a Survivor of Torture
4174,https://doi.org/10.1016/j.bodyim.2012.01.007,BODY IMAGE,Exploring the link between self-compassion and body image in university women
4622,https://doi.org/10.1016/j.jsat.2011.08.003,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Barriers to implementation of evidence-based addiction treatment: A national study
3740,https://doi.org/NA,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,"COPING FLEXIBILITY, POTENTIALLY TRAUMATIC LIFE EVENTS, AND RESILIENCE: A PROSPECTIVE STUDY OF COLLEGE STUDENT ADJUSTMENT"
3962,https://doi.org/10.1016/j.jbtep.2012.01.001,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,The relationship between anxiety sensitivity and obsessive-compulsive symptom dimensions
3169,https://doi.org/10.1016/j.jsat.2011.10.002,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Development and preliminary results of the Financial Incentive Coercion Assessment questionnaire
6627,https://doi.org/10.1891/0889-8391.26.4.318,JOURNAL OF COGNITIVE PSYCHOTHERAPY,A Cognitive-Behavioral Approach to Case Formulations for Nonsuicidal Self-Injury
2230,https://doi.org/10.1002/jts.21722,JOURNAL OF TRAUMATIC STRESS,The influence of comorbid MDD on outcome after residential treatment for veterans with PTSD and a history of TBI
3546,https://doi.org/10.1007/s10608-010-9337-8,COGNITIVE THERAPY AND RESEARCH,"Anxiety Sensitivity, Emotional Avoidance, and PTSD Symptom Severity Among Crack/Cocaine Dependent Patients in Residential Treatment"
1151,https://doi.org/10.1080/13854046.2012.705565,CLINICAL NEUROPSYCHOLOGIST,The Inter-Organizational Summit on Education and Training (ISET) 2010 Survey on the Influence of the Houston Conference Training Guidelines
3565,https://doi.org/10.1037/a0024796,JOURNAL OF ABNORMAL PSYCHOLOGY,Can Psychopathic Offenders Discern Moral Wrongs? A New Look at the Moral/Conventional Distinction
5675,https://doi.org/10.1037/a0025361,PSYCHOLOGICAL ASSESSMENT,The Measurement of Executive Function at Age 5: Psychometric Properties and Relationship to Academic Achievement
3578,https://doi.org/10.1017/S1041610211002055,INTERNATIONAL PSYCHOGERIATRICS,Developing a dimensional model for successful cognitive and emotional aging
3040,https://doi.org/10.1002/jts.21693,JOURNAL OF TRAUMATIC STRESS,Dissociative experiences as mediators between childhood trauma and auditory hallucinations
4433,https://doi.org/10.1037/a0024044,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Psychometric Characteristics of the German Adaptation of the Traumatic Experiences Checklist (TEC)
4027,https://doi.org/10.1017/S1355617712000215,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Hierarchical Organization of Cortical Morphology of Decision-Making when Deconstructing Iowa Gambling Task Performance in Healthy Adults
4635,https://doi.org/10.1002/eat.20960,INTERNATIONAL JOURNAL OF EATING DISORDERS,Respiratory functions in adolescents hospitalized for anorexia nervosa: A prospective study
5662,https://doi.org/10.1016/j.bodyim.2011.12.001,BODY IMAGE,Pure versus guided mirror exposure to reduce body dissatisfaction: A preliminary study with university women
3252,https://doi.org/10.1037/a0028668,NEUROPSYCHOLOGY,Deficits in Concept Formation in Amyotrophic Lateral Sclerosis
2260,https://doi.org/10.1080/00224499.2011.569976,JOURNAL OF SEX RESEARCH,Factors Influencing University Students' Explicit and Implicit Sexual Double Standards
1611,https://doi.org/10.1037/a0023447,PSYCHOTHERAPY,Exploring Corrective Experiences in a Successful Case of Short-Term Dynamic Psychotherapy
4297,https://doi.org/10.1007/s10896-012-9418-4,JOURNAL OF FAMILY VIOLENCE,Predicting the Risk of Intimate Partner Violence: The Chinese Risk Assessment Tool for Victims
5521,https://doi.org/10.1007/s10865-011-9346-4,JOURNAL OF BEHAVIORAL MEDICINE,Mindfulness based stress reduction in post-treatment breast cancer patients: an examination of symptoms and symptom clusters
4158,https://doi.org/10.1002/jts.21678,JOURNAL OF TRAUMATIC STRESS,Trauma-related guilt and posttraumatic stress among journalists
1293,https://doi.org/10.3109/00952990.2012.702171,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,"HIV Infection Risk among Injection Drug Users in a Methadone Maintenance Treatment Program, Taipei, Taiwan 2007-2010"
7094,https://doi.org/10.1016/j.addbeh.2011.08.005,ADDICTIVE BEHAVIORS,Premature ejaculation and other sexual dysfunctions in opiate dependent men receiving methadone substitution treatment
1406,https://doi.org/10.1002/da.21954,DEPRESSION AND ANXIETY,KILLING IN COMBAT MAY BE INDEPENDENTLY ASSOCIATED WITH SUICIDAL IDEATION
3196,https://doi.org/10.1016/j.addbeh.2012.02.019,ADDICTIVE BEHAVIORS,Effects of alcohol taxes on alcohol-related disease mortality in New York State from 1969 to 2006
7118,https://doi.org/10.1016/j.jbtep.2011.07.001,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Biological sex and panic-relevant anxious reactivity to abrupt increases in bodily arousal as a function of biological challenge intensity
4669,https://doi.org/10.1080/10538712.2012.642467,JOURNAL OF CHILD SEXUAL ABUSE,Reliability of Professional Judgments in Forensic Child Sexual Abuse Evaluations: Unsettled or Unsettling Science?
5889,https://doi.org/10.1002/hup.1274,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,Double-blind controlled trial of venlafaxine for treatment of adults with attention deficit/hyperactivity disorder
4001,https://doi.org/10.1037/a0027989,NEUROPSYCHOLOGY,Ideational Fluency as a Domain of Human Cognition
4636,https://doi.org/10.1002/eat.20966,INTERNATIONAL JOURNAL OF EATING DISORDERS,Out of control?: Inhibition processes in eating disorders from a personality and cognitive perspective
2,https://doi.org/10.1080/15374416.2012.710162,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,Appetitive Motivation and Negative Emotion Reactivity Among Remitted Depressed Youth
671,https://doi.org/10.1007/s10608-011-9421-8,COGNITIVE THERAPY AND RESEARCH,Evaluating Evidence for the Role of Sleep in Fibromyalgia: A Test of the Sleep and Pain Diathesis Model
5247,https://doi.org/10.1111/j.2044-8341.2010.02011.x,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,"Attachment to the clinical team and its association with therapeutic relationships, social networks, and clinical well-being"
3280,https://doi.org/10.1016/j.jsat.2011.10.027,JOURNAL OF SUBSTANCE ABUSE TREATMENT,A gender-specific approach to improving substance abuse treatment for women: The Healthy Steps to Freedom program
771,https://doi.org/10.1007/s11089-011-0363-6,PASTORAL PSYCHOLOGY,Religious Implications of Western Personality Theory
741,https://doi.org/10.1037/a0030235,NEUROPSYCHOLOGY,Attentional Requirements During Acquisition and Consolidation of a Skill in Normal Readers and Developmental Dyslexics
2317,https://doi.org/10.1016/j.bodyim.2012.03.002,BODY IMAGE,Drive for muscularity and disordered eating among French adolescent boys: A sociocultural model
5132,https://doi.org/10.1016/j.janxdis.2011.12.015,JOURNAL OF ANXIETY DISORDERS,Examining the factor structure of PTSD between male and female veterans in primary care
705,https://doi.org/10.1007/s11469-011-9349-y,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,"An Exploration of Quality of Life and its Predictors in Patients with Addictive Disorders: Gambling, Alcohol and Drugs"
670,https://doi.org/10.1007/s10608-011-9423-6,COGNITIVE THERAPY AND RESEARCH,Mechanisms of Change in Cognitive Processing Therapy and Prolonged Exposure Therapy for PTSD: Preliminary Evidence for the Differential Effects of Hopelessness and Habituation
5683,https://doi.org/10.1037/a0024336,NEUROPSYCHOLOGY,Decision-Making Impairment on the Iowa Gambling Task After Endovascular Coiling or Neurosurgical Clipping for Ruptured Anterior Communicating Artery Aneurysm
4540,https://doi.org/10.1111/j.1468-2850.2012.01269.x,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,Clinical Psychologists in the 2010s: 50 Years of the APA Division of Clinical Psychology
1887,https://doi.org/10.1017/S0033291712000190,PSYCHOLOGICAL MEDICINE,Non-steroidal anti-inflammatory drugs and efficacy of antidepressants in major depressive disorder
6821,https://doi.org/10.1080/13554794.2011.608362,NEUROCASE,"""Blue is music to my ears"": Multimodal synesthesias after a thalamic stroke"
5944,https://doi.org/10.3109/09638237.2011.608744,JOURNAL OF MENTAL HEALTH,A rationale for service responses to self-injury
3270,https://doi.org/10.1177/1098300712437043,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,Using Perseverative Interests to Improve Interactions Between Adolescents With Autism and Their Typical Peers in School Settings
4087,https://doi.org/10.1002/eat.20955,INTERNATIONAL JOURNAL OF EATING DISORDERS,Effects of reducing the frequency and duration criteria for binge eating on lifetime prevalence of bulimia nervosa and binge eating disorder: Implications for DSM-5
5130,https://doi.org/10.1007/s10865-011-9338-4,JOURNAL OF BEHAVIORAL MEDICINE,Relationship between religious social support and general social support with health behaviors in a national sample of African Americans
3015,https://doi.org/NA,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,Disability and Countertransference in Group Psychotherapy: Connecting Social Oppression with the Clinical Frame
1225,https://doi.org/10.1111/j.2044-8341.2011.02036.x,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,"Traumatized refugees, their therapists, and their interpreters: Three perspectives on psychological treatment"
5865,https://doi.org/10.1016/j.jbtep.2011.09.014,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Confidence judgment in depression and dysphoria: The depressive realism vs. negativity hypotheses
1945,https://doi.org/10.1007/s10862-012-9289-2,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,Adolescent Self-Reports of Social Anxiety: Can They Disagree with Objective Psychophysiological Measures and Still Be Valid?
4277,https://doi.org/10.3109/00952990.2011.643983,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,A Comparison of Attitudes Toward Opioid Agonist Treatment among Short-Term Buprenorphine Patients
751,https://doi.org/10.1017/S0033291712000347,PSYCHOLOGICAL MEDICINE,The development of a population-level clinical screening tool for self-harm repetition and suicide: the ReACT Self-Harm Rule
5404,https://doi.org/10.1007/s10862-011-9255-4,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,Ego-Syntonicity and Ego-Dystonicity Associated with Upsetting Intrusive Cognitions
5884,https://doi.org/10.4088/JCP.10m06784,JOURNAL OF CLINICAL PSYCHIATRY,Does the Presence of One Feature of Borderline Personality Disorder Have Clinical Significance? Implications for Dimensional Ratings of Personality Disorders
463,https://doi.org/10.1037/a0027669,JOURNAL OF ABNORMAL PSYCHOLOGY,The Hierarchical Structure of <i>DSM</i>-<i>5</i> Pathological Personality Traits
6749,https://doi.org/10.1080/13803395.2012.706261,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,Associations between trait impulsivity and prepotent response inhibition
1337,https://doi.org/10.1037/a0027969,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,Acute Antidepressant Drug Administration and Autobiographical Memory Recall: A Functional Magnetic Resonance Imaging Study
2132,https://doi.org/10.1111/j.1752-0606.2011.00230.x,JOURNAL OF MARITAL AND FAMILY THERAPY,"The Mental Health Recovery Movement and Family Therapy, Part I: Consumer-Led Reform of Services to Persons Diagnosed with Severe Mental Illness"
4560,https://doi.org/10.1080/02791072.2012.662094,JOURNAL OF PSYCHOACTIVE DRUGS,Prescribing Practices and the Prescription Drug Epidemic: Physician Intervention Strategies
3958,https://doi.org/10.1016/j.jbtep.2012.02.005,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,"Subjective fear, interference by threat, and fear associations independently predict fear-related behavior in children"
5080,https://doi.org/10.1177/1359104511404176,CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,"Seeking professional help for mental health problems, among New Zealand secondary school students"
225,https://doi.org/10.1016/j.jbtep.2011.04.002,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Relationship between cognitive avoidant coping and changes in overgeneral autobiographical memory retrieval following an acute stressor
3645,https://doi.org/10.1007/s10591-012-9197-3,CONTEMPORARY FAMILY THERAPY,Social Uterus: A Developmental Concept in Family Therapy for Psychosomatic Disorders
1126,https://doi.org/10.1080/09084282.2012.670153,APPLIED NEUROPSYCHOLOGY-ADULT,Test-Order Effects: A Measure of Verbal Memory Influences Performance on a Measure of Verbal Fluency
2219,https://doi.org/10.1037/a0027789,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,Effects of Divalproex on Smoking Cue Reactivity and Cessation Outcomes Among Smokers Achieving Initial Abstinence
4585,https://doi.org/10.1037/a0026379,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,Drinking to Distraction: Does Alcohol Increase Attentional Bias in Adults With ADHD?
3734,https://doi.org/10.1002/jts.21706,JOURNAL OF TRAUMATIC STRESS,Correlates of posttraumatic stress disorder in forensic psychiatric outpatients in the Netherlands
6838,https://doi.org/10.1080/13854046.2012.662999,CLINICAL NEUROPSYCHOLOGIST,The Relationship Between Performances on Neuropsychological Symptom Validity Testing and the MCMI-III in Patients With Fibromyalgia
6100,https://doi.org/10.1017/S1041610211001815,INTERNATIONAL PSYCHOGERIATRICS,Delirium in elderly people: a study of a psychiatric liaison service in north India
5687,https://doi.org/10.1037/a0026499,HEALTH PSYCHOLOGY,"Lipid and Other Plasma Markers Are Associated With Anxiety, Depression, and Fatigue"
3638,https://doi.org/10.1007/s10608-010-9332-0,COGNITIVE THERAPY AND RESEARCH,Psychometric Properties of a Behavioral Test of Contamination-Related Obsessive-Compulsive Symptoms
3071,https://doi.org/10.1080/00223891.2012.662186,JOURNAL OF PERSONALITY ASSESSMENT,An Evaluation of Equivalence in Body Dissatisfaction Measurement Across Cultures
1850,https://doi.org/10.1111/j.1752-0606.2011.00239.x,JOURNAL OF MARITAL AND FAMILY THERAPY,Women's Experiences with Emotional Eating and Related Attachment and Sociocultural Processes
1709,https://doi.org/10.1111/j.2044-8287.2012.02067.x,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,Predicting caregiver gains: A longitudinal study
3627,https://doi.org/NA,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,COMMUNITY-BASED PARTICIPATORY RESEARCH TO IMPROVE PRECONCEPTION HEALTH AMONG NORTHERN PLAINS AMERICAN INDIAN ADOLESCENT WOMEN
1231,https://doi.org/NA,BEHAVIORAL DISORDERS,A Comparison of iPads and Worksheets on Math Skills of High School Students with Emotional Disturbance
1109,https://doi.org/10.1007/s10896-012-9465-x,JOURNAL OF FAMILY VIOLENCE,Implicit Theories in Intimate Partner Violence Offenders
1954,https://doi.org/10.1002/da.21932,DEPRESSION AND ANXIETY,CLINICAL FEATURES OF BIPOLAR DISORDER COMORBID WITH ANXIETY DISORDERS DIFFER BETWEEN MEN AND WOMEN
4249,https://doi.org/10.1002/erv.1158,EUROPEAN EATING DISORDERS REVIEW,The Scars of the Inner Critic: Perfectionism and Nonsuicidal Self-Injury in Eating Disorders
3942,https://doi.org/10.1016/j.jsat.2011.09.010,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Moderators of fluoxetine treatment response for children and adolescents with comorbid depression and substance use disorders
6030,https://doi.org/10.1177/1359105311406154,JOURNAL OF HEALTH PSYCHOLOGY,Analysis of social inequalities in health through an integrated measure of perceived and experienced health in Spanish and Portuguese adolescents
6384,https://doi.org/10.1080/14753634.2012.664872,PSYCHODYNAMIC PRACTICE,The dangerous usefulness of theorising about race and racism in psychotherapy
49,https://doi.org/10.1080/15374416.2012.728155,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,Codevelopment of Delinquent and Depressive Symptoms Across Adolescence: Time-Invariant and Time-Varying Effects of School and Social Failure
3211,https://doi.org/10.1177/0145445512445610,BEHAVIOR MODIFICATION,Social Skills Training for Depression and Comparative Efficacy Research: A 30-Year Retrospective
156,https://doi.org/10.1080/02791072.2012.736847,JOURNAL OF PSYCHOACTIVE DRUGS,Racial and Ethnic Differences in Reported Criminal Justice Referral at Treatment Admission
2322,https://doi.org/10.1037/a0029696,JOURNAL OF PSYCHOTHERAPY INTEGRATION,"Commentary on Bentley et al.'s ""Common, Specific, and Treatment Fit Variables in Psychotherapy Outcome"""
1591,https://doi.org/10.1002/cpp.1810,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,Diagnostic and Statistical Manual of Mental Disorders: A Classification of Personality Disorders That Has Had Its Day
3298,https://doi.org/10.1016/j.addbeh.2012.03.019,ADDICTIVE BEHAVIORS,Targeting anti-smoking messages: Does audience race matter?
2218,https://doi.org/10.1037/a0027480,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,Beyond Self-Reports: Drinking Motives Predict Grams of Consumed Alcohol in Wine-Tasting Sessions
4388,https://doi.org/10.1080/13554794.2011.568504,NEUROCASE,Driving ability in stroke patients with residual visual inattention: A case study
4244,https://doi.org/10.1111/j.1752-0606.2010.00212.x,JOURNAL OF MARITAL AND FAMILY THERAPY,Problematic Within-Family Alliances in Conjoint Family Therapy: A Close Look at Five Cases
2767,https://doi.org/10.1017/bec.2012.5,BEHAVIOUR CHANGE,Treatment Acceptability and Psychosocial Outcomes of a Randomised Controlled Trial of a Cognitive Behavioural Lifestyle Intervention for Overweight and Obese Adolescents
2237,https://doi.org/10.1080/13803395.2012.672966,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,Profiles of cognitive subtest impairment in the Montreal Cognitive Assessment (MoCA) in a research cohort with normal Mini-Mental State Examination (MMSE) scores
5959,https://doi.org/10.1002/cpp.733,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,"Basic emotion profiles in healthy, chronic pain, depressed and PTSD individuals"
3185,https://doi.org/10.1016/j.addbeh.2012.02.020,ADDICTIVE BEHAVIORS,Life goal appraisal and marijuana use among college students
2654,https://doi.org/10.1007/s11089-011-0423-y,PASTORAL PSYCHOLOGY,The Parable of the Squirrel: Alleviating the Anxiety of Agoraphobia
2693,https://doi.org/10.1037/a0028048,PSYCHOLOGICAL SERVICES,Group-Based Treatment for Internalized Stigma Among Persons With Severe Mental Illness: Findings From a Randomized Controlled Trial
5206,https://doi.org/10.1002/eat.20912,INTERNATIONAL JOURNAL OF EATING DISORDERS,A Dangerous Combination of Binge and Purge
3698,https://doi.org/10.1007/s10591-012-9186-6,CONTEMPORARY FAMILY THERAPY,"Advancing Medical Family Therapy Through Research: A Consideration of Qualitative, Quantitative, and Mixed-Methods Designs"
2298,https://doi.org/10.1017/S1041610212000361,INTERNATIONAL PSYCHOGERIATRICS,Survival in patients with incident dementia compared with a control group: a five-year follow-up
4265,https://doi.org/10.1002/da.21934,DEPRESSION AND ANXIETY,DIMENSIONAL PARADIGM OF THE LONG-TERM COURSE OF UNIPOLAR MAJOR DEPRESSIVE DISORDER
5003,https://doi.org/10.1037/a0025265,PSYCHOLOGICAL ASSESSMENT,Factorial Structure and Age-Related Psychometrics of the MIDUS Personality Adjective Items Across the Life Span
4828,https://doi.org/10.1016/j.eatbeh.2011.11.009,EATING BEHAVIORS,Disordered eating and complexities of cultural origin: A focus on Jews from Muslim countries
2598,https://doi.org/10.1016/j.brat.2012.05.001,BEHAVIOUR RESEARCH AND THERAPY,Health anxiety disorders: A cognitive construal
6601,https://doi.org/10.1080/14779757.2012.668496,PERSON-CENTERED AND EXPERIENTIAL PSYCHOTHERAPIES,Mutuality in person-centered therapy: A new agenda for research and practice
3967,https://doi.org/10.1016/j.jbtep.2011.12.008,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Schizotypal personality and vulnerability to involuntary autobiographical memories
5015,https://doi.org/10.1037/a0025174,PSYCHOLOGICAL ASSESSMENT,Assessing Planning Ability With the Tower of London Task: Psychometric Properties of a Structurally Balanced Problem Set
6259,https://doi.org/10.1891/1933-3196.6.3.136,JOURNAL OF EMDR PRACTICE AND RESEARCH,Healing the Caregiving System: Working With Parents Within a Comprehensive EMDR Treatment
3945,https://doi.org/10.1007/s10508-011-9880-8,ARCHIVES OF SEXUAL BEHAVIOR,On Sex-Related Differences in Auditory and Visual Sensory Functioning
1803,https://doi.org/10.1016/j.addbeh.2012.05.019,ADDICTIVE BEHAVIORS,Promoting new practices to increase access to and retention in addiction treatment: An analysis of five communication channels
1939,https://doi.org/10.1007/s10862-012-9280-y,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,An Examination of the Latent Structure of the Difficulties in Emotion Regulation Scale
1237,https://doi.org/10.1177/0002764212458276,AMERICAN BEHAVIORAL SCIENTIST,"Get Up, Get Out, and Git Sumthin': How Race and Class Influence African Americans' Attitudes About Inequality"
