article_id,DOI,journal_name,title
11509,https://doi.org/10.1002/capr.12722,COUNSELLING & PSYCHOTHERAPY RESEARCH,Psychological treatments for psychological distress in dementia with emphasis on acceptance and commitment therapy: A critical perspective
626,https://doi.org/10.1037/trm0000479,TRAUMATOLOGY,"Trauma Experiences, Posttraumatic Stress Disorder Symptoms, and Psychological Well-Being of Syrian Refugees in Jordan and the United States"
4358,https://doi.org/10.1037/pas0001331,PSYCHOLOGICAL ASSESSMENT,Measurement Invariance of the Suicide Cognitions Scale-Revised (SCS-R)
6534,https://doi.org/10.1186/s40337-024-01029-5,JOURNAL OF EATING DISORDERS,A novel weight suppression score associates with distinct eating disorder and ultra-processed food symptoms compared to the traditional weight suppression measure among adults seeking outpatient nutrition counseling
12418,https://doi.org/10.1007/s40617-023-00854-5,BEHAVIOR ANALYSIS IN PRACTICE,All Things Must Pass: Termination of Services in Behavior Analysis
1396,https://doi.org/10.1177/13591053241296190,JOURNAL OF HEALTH PSYCHOLOGY,Maintaining a sense of normality with the help of others: Lived experiences of facilitators and barriers to Lupus adjustment
5123,https://doi.org/10.1111/bjc.12492,BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,Drop-out rates in animal-assisted psychotherapy - Results of a quantitative meta-analysis
12662,https://doi.org/10.1037/tra0001561,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Trauma Cognitions as Intervening Variables in the Relation of Chronic Child Abuse and Thwarted Interpersonal Needs
2818,https://doi.org/10.1007/s12671-024-02453-z,MINDFULNESS,Translation and Validation Study of the Korean Self-Compassion Scale
9207,https://doi.org/10.1037/trm0000465,TRAUMATOLOGY,"Does Age Matter in Posttraumatic Stress Disorder? The Effects of Age, Event Centrality, and Trauma Type on Trauma Aftermath"
14182,https://doi.org/10.1007/s11469-022-00918-7,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,The Longitudinal Association of Childhood and Adolescent Television Viewing with Substance Use Disorders and Disordered Gambling in Adulthood up to Age 45
12938,https://doi.org/10.1111/famp.12913,FAMILY PROCESS,Trajectories of Chinese paternal emotion-related socialization behaviors during early adolescence: Contributions of father and adolescent factors
14376,https://doi.org/10.1080/14681994.2022.2086231,SEXUAL AND RELATIONSHIP THERAPY,Couple healing from infidelity: a deductive qualitative analysis study
517,https://doi.org/10.1016/j.josat.2024.209537,JOURNAL OF SUBSTANCE USE & ADDICTION TREATMENT,Exploring heterogeneity in recovery from substance use disorder following mindfulness-based relapse prevention: A latent profile analysis
8225,https://doi.org/10.1186/s40337-024-01000-4,JOURNAL OF EATING DISORDERS,Clinician perspectives of the implementation of an early intervention service for eating disorders in England: a mixed method study
14546,https://doi.org/10.1080/14681994.2021.1994137,SEXUAL AND RELATIONSHIP THERAPY,"Clinician knowledge, training, and experience working with pansexual youth"
103,https://doi.org/10.17759/cpse.2024000001,CLINICAL PSYCHOLOGY AND SPECIAL EDUCATION,Results of Cultural Adaptation of Cognitive Stimulation Therapy (CST) for Elderly and Old Age People with Cognitive Impairment in Russia
5348,https://doi.org/10.1007/s10879-024-09642-w,JOURNAL OF CONTEMPORARY PSYCHOTHERAPY,An Integrative Model to Increase Client Motivation During the Psychotherapy Process
10349,https://doi.org/10.1080/00224499.2024.2302974,JOURNAL OF SEX RESEARCH,Navigating Stigma in Romantic Relationships Where One or Both Partners Sell Sexual Services
7146,https://doi.org/10.1007/s12671-024-02366-x,MINDFULNESS,"Mindfulness-Based Stress Reduction Health Insurance Coverage: If, How, and When? An Integrated Knowledge Translation (iKT) Delphi Key Informant Analysis"
9545,https://doi.org/10.2147/PRBM.S438973,PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,Heterogeneity in Psychological Adaptation Patterns and Its Predictive Factors Among Patients with Inflammatory Bowel Disease: A Latent Profile Analysis
1693,https://doi.org/10.1155/2024/6297567,DEPRESSION AND ANXIETY,Correlation Between Anxiety and Serum Thyroid Hormone Levels in Patients With Papillary Thyroid Carcinoma Undergoing Microwave Ablation
4172,https://doi.org/10.1037/rep0000559,REHABILITATION PSYCHOLOGY,"Acceptance of Disability, Attitudes Toward Disability, and Coping in Adolescents With Visual Impairments: A Cross-Lagged Study"
5897,https://doi.org/10.1080/00224499.2024.2369662,JOURNAL OF SEX RESEARCH,Camsites as a Context for Sexual Consent Education: User Experiences
5611,https://doi.org/10.1080/15374416.2024.2372770,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,A Comparison of Telehealth and In-Person Therapy for Youth Anxiety Disorders
3619,https://doi.org/10.1007/s10802-024-01240-7,RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,Impaired Social Attention and Cognitive Empathy in a Paediatric Sample of Children with Symptoms of Anxiety
10973,https://doi.org/10.1017/S0033291723003537,PSYCHOLOGICAL MEDICINE,Select or adjust? How information from early treatment stages boosts the prediction of non-response in internet-based depression treatment
16,https://doi.org/10.4081/ripppo.2024.826,RESEARCH IN PSYCHOTHERAPY-PSYCHOPATHOLOGY PROCESS AND OUTCOME,Suicidality and self-compassion in patients with major depressive disorder: the mediating role of the avoidant attachment type
13669,https://doi.org/10.1007/s12529-023-10165-2,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,Population Subgroups at Risk of Unhealthy Changes in Food and Beverage Consumption During COVID-19 Lockdowns
11996,https://doi.org/10.1002/eat.24072,INTERNATIONAL JOURNAL OF EATING DISORDERS,Sex differences in cholesterol and triglyceride levels among hospitalized adolescents and young adults with eating disorders
11512,https://doi.org/10.1037/vio0000487,PSYCHOLOGY OF VIOLENCE,The Relationship Between Sociopolitical Stress and Intimate Partner Violence Among Palestinians in Israel: Examining Cognitive Appraisals and Psychological Distress as Serial Mediators
5445,https://doi.org/10.1016/j.addbeh.2024.108106,ADDICTIVE BEHAVIORS,Association between cannabis use and nicotine use persistence among adolescents
988,https://doi.org/10.1037/hea0001441,HEALTH PSYCHOLOGY,Sex and Gender Disparities in Health Behaviors and Adherence in Patients Recovering From Percutaneous Coronary Intervention
7810,https://doi.org/10.1080/23279095.2023.2290193,APPLIED NEUROPSYCHOLOGY-ADULT,Reliability and validity of a novel mobile-based automatic battery of cognitive tests in healthy young Chinese adults
8274,https://doi.org/10.1016/j.ejtd.2024.100391,EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION,Psychotraumatic disorders among defense and security forces personnel in the context of terrorism in Burkina Faso
14232,https://doi.org/10.1017/S0033291722002367,PSYCHOLOGICAL MEDICINE,Designing daily-life research combining experience sampling method with parallel data
14193,https://doi.org/10.1080/14681994.2022.2124404,SEXUAL AND RELATIONSHIP THERAPY,Men's sexual distress: the role of body image and vulnerable narcissistic traits
9106,https://doi.org/10.1080/10926771.2024.2324984,JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA,Stuck Behind the Times: How Current Controversies Related to Domestic Violence Intervention Programs are Addressed in US State-Specific Documents
12613,https://doi.org/10.1080/26895269.2023.2246953,INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,Correctional policies for the management of trans people in Australian prisons
13934,https://doi.org/10.1080/21622965.2022.2163172,APPLIED NEUROPSYCHOLOGY-CHILD,Long-term test-retest reliability of the vestibular/ocular motor screening for concussion in child athletes: A preliminary study
2344,https://doi.org/10.2147/PRBM.S479975,PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,Using Network Analysis to Subgroup Risk Factors for Depressive Symptoms in College Students
149,https://doi.org/10.1016/j.cbpra.2024.01.004,COGNITIVE AND BEHAVIORAL PRACTICE,Applying Principles of Cognitive Behavioral Therapy to Support Caregivers of Children With Cancer
7140,https://doi.org/10.1080/20008066.2024.2351323,EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,Identifying post-traumatic stress symptom typologies in clinical and non-clinical healthcare staff: a latent profile analysis
5689,https://doi.org/10.1007/s40617-024-00954-w,BEHAVIOR ANALYSIS IN PRACTICE,Using Peer-Led Behavioral Skills Training to Teach Trainees Active and Empathic Listening Skills in a Virtual Environment
100,https://doi.org/10.1016/j.invent.2024.100789,INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,Implementation trial II: Clinical outcomes and acceptability of an internet-delivered intervention for anxiety and depression delivered as part of routine care for university students in Australia
13287,https://doi.org/10.1080/00224499.2023.2198512,JOURNAL OF SEX RESEARCH,Public Stigmatizing Reactions Toward Nonoffending Pedophilic Individuals Seeking to Relieve Sexual Arousal
2346,https://doi.org/10.1080/0092623X.2024.2418541,JOURNAL OF SEX & MARITAL THERAPY,The Global Prevalence of Child Sexual Exploitation and Abuse in Schools between 2012 and 2022: A Systematic Review and Meta-Analysis
2450,https://doi.org/10.1016/j.jcbs.2024.100845,JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,Changes in university students' behaviour and study burnout risk during ACT-based online course intervention: A mixed methods study
91,https://doi.org/10.1017/S1041610224000541,INTERNATIONAL PSYCHOGERIATRICS,Depressive symptoms and cognitive decline in older adults
6925,https://doi.org/10.1080/0886571X.2024.2355934,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,From Distancing to Connecting: Residential Care Engagement with External Stakeholders Amidst COVID-19. An Italian Investigation
7349,https://doi.org/10.1080/10503307.2024.2349996,PSYCHOTHERAPY RESEARCH,"Self-efficacy, motivation, social support, and alliance as predictors of youth psychotherapy outcomes in usual care"
5174,https://doi.org/10.1016/j.jcbs.2024.100809,JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,"Acceptance and commitment therapy: What the history of ACT and the first 1,000 randomized controlled trials reveal"
6995,https://doi.org/10.1007/s12529-024-10296-0,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,Effects of Modified Ramadan Fasting on Mental Well-Being and Biomarkers in Healthy Adult Muslims - A Randomised Controlled Trial
10528,https://doi.org/10.1017/S1355617723011451,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Metamemory and executive function mediate the age-related decline in memory
4816,https://doi.org/10.1155/2024/9234876,DEPRESSION AND ANXIETY,Perspective Exploring Novel Associations of IL-18 Levels as a Mediator of the Causal Links between Major Depression and Reproductive Health
5878,https://doi.org/10.1007/s40614-024-00412-6,PERSPECTIVES ON BEHAVIOR SCIENCE,"Recent Experience Affects Delay Discounting: Evidence across Temporal Framing, Signs, and Magnitudes"
14396,https://doi.org/10.1037/tra0001290,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Self-Endorsed History of Abuse and Wellbeing in a Community Sample of Jewish Orthodox Single Individuals
9501,https://doi.org/10.1089/trgh.2023.0051,TRANSGENDER HEALTH,Physical and Mental Changes Reported by Transgender and Non-Binary Users of Commercial and Non-Commercial Chest Binders: A Community-Informed Cross-Sectional Observational Study
11089,https://doi.org/10.1177/13591045231222648,CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,Intervention for school anxiety and absenteeism in children (ISAAC): Co-designing a brief parent-focused intervention for emotionally-based school avoidance
13932,https://doi.org/10.1080/17437199.2022.2162430,HEALTH PSYCHOLOGY REVIEW,A biobehavioural and social-structural model of inflammation and executive function in pediatric chronic health conditions
10069,https://doi.org/10.1016/j.josat.2023.209268,JOURNAL OF SUBSTANCE USE & ADDICTION TREATMENT,Accessing perinatal substance use disorder care in your local community: A case study of an innovative hub and spoke network in western North Carolina
6782,https://doi.org/10.1186/s40337-024-01030-y,JOURNAL OF EATING DISORDERS,A multi-country examination of the relationship between perfectionism and disordered eating: the indirect effect of obsessive beliefs and obsessive-compulsive symptoms
8619,https://doi.org/10.1017/S0033291724000485,PSYCHOLOGICAL MEDICINE,Comprehensive elucidation of resting-state functional connectivity in anorexia nervosa by a multicenter cross-sectional study
12281,https://doi.org/10.1017/S0033291723002659,PSYCHOLOGICAL MEDICINE,Clinical factors associated with relapse in depression in a sample of UK primary care patients who have been on long-term antidepressant treatment
6586,https://doi.org/10.1002/jts.23056,JOURNAL OF TRAUMATIC STRESS,Impact of neighborhood disadvantage on posttrauma outcomes after sexual assault
5232,https://doi.org/10.1016/j.mhp.2024.200322,MENTAL HEALTH & PREVENTION,Using effective community coalitions to prevent mental and behavioral disorders on a national scale
4680,https://doi.org/10.1108/ADD-02-2024-0004,ADVANCES IN DUAL DIAGNOSIS,Exploring healthcare professional's engagements and experiences towards people who use new psychoactive substances in different addiction and mental healthcare services
7453,https://doi.org/10.1080/01933922.2024.2345060,JOURNAL FOR SPECIALISTS IN GROUP WORK,Finding Homeplace: A Grounded Theory of a Womanist Affinity Group Intervention for Black Women
951,https://doi.org/10.1037/cps0000220,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,A Proposed Definition of Psychological Treatment and Its Relation to Empirically Supported Treatments
8102,https://doi.org/10.1080/10640266.2024.2336278,EATING DISORDERS,Dietary interventions in family-based treatment for eating disorders: results of a randomized comparative effectiveness study
9729,https://doi.org/10.1037/fam0001204,JOURNAL OF FAMILY PSYCHOLOGY,Spillover From Parent Stress to Family Meals Among Diverse Families: An Ecological Momentary Assessment Study
5261,https://doi.org/10.1016/j.mhp.2024.200323,MENTAL HEALTH & PREVENTION,Barriers to supporting children's mental health in Australian primary schools: Perspectives of school staff
14030,https://doi.org/10.1080/17522439.2022.2141843,PSYCHOSIS-PSYCHOLOGICAL SOCIAL AND INTEGRATIVE APPROACHES,'Client's perspectives and the efficacy of Dramatherapy for Early Psychosis'
1925,https://doi.org/10.1080/0886571X.2024.2424836,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,Deinstitutionalization: a fraudulent concept and the resulting harm to child and family welfare services
4407,https://doi.org/10.1037/tra0001712,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Family Caregivers of Service Members in United States Department of Defense Health Care Report Impairment in Longitudinal Health Outcomes
11152,https://doi.org/10.1177/13591053231213305,JOURNAL OF HEALTH PSYCHOLOGY,"Post-traumatic stress in older, community-dwelling adults with hypertension during the COVID-19 pandemic: An investigation of pre-pandemic sociodemographic, health, and vascular and inflammatory biomarker predictors"
12762,https://doi.org/10.1080/19359705.2023.2239737,JOURNAL OF GAY & LESBIAN MENTAL HEALTH,"""The hardest and most difficult days of my life"": Mental health of khwaja sira in Swat, Pakistan during the COVID-19 pandemic"
2859,https://doi.org/10.1016/j.ejtd.2024.100466,EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION,Association between betrayal trauma and typologies of anger and aggression
9770,https://doi.org/10.1080/23279095.2024.2307413,APPLIED NEUROPSYCHOLOGY-ADULT,Adult norms for the decision-making MindPulse Digital Test
14378,https://doi.org/10.1080/00207411.2022.2073755,INTERNATIONAL JOURNAL OF MENTAL HEALTH,"Violence exposure, self-reported mental health concerns and use of alcohol and drugs for coping among youth in the slums of Kampala, Uganda"
4856,https://doi.org/10.1016/j.bodyim.2024.101720,BODY IMAGE,Translation and validation of a Romanian version of the Breast Appreciation Scale (BrAS)
1889,https://doi.org/10.1016/j.cpr.2024.102507,CLINICAL PSYCHOLOGY REVIEW,Network meta-analysis examining efficacy of components of cognitive behavioural therapy for insomnia
9467,https://doi.org/10.1007/s10802-024-01169-x,RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,Psychopathy Scores Predict Recidivism in High-risk Youth: A Five-year Follow-up Study
11705,https://doi.org/10.1080/26929953.2023.2272613,SEXUAL HEALTH & COMPULSIVITY,Targeting Mechanisms for Problematic Pornography Use Interventions
14524,https://doi.org/10.1037/tra0001193,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Posttraumatic Stress Disorder (PTSD) Symptom Profiles Among People Who Have Experienced Abuse: Findings From the NESARC-III Study
12313,https://doi.org/10.1177/21677026231194963,CLINICAL PSYCHOLOGICAL SCIENCE,Association Between Depression Symptoms and Emotional-Communication Dynamics
1907,https://doi.org/10.1093/arclin/acae096,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,The Impact of Cognitive Behavioral Therapy for Insomnia on Neurofilament Light and Phosphorylated Tau in Individuals with a Concussion
8895,https://doi.org/10.1037/scp0000334,SPIRITUALITY IN CLINICAL PRACTICE,Using Religious and Psychological Principles to Move Toward Identity Integration
11808,https://doi.org/10.1016/j.addbeh.2023.107864,ADDICTIVE BEHAVIORS,Evaluating the role of smoking abstinence expectancies in the relation between perceived ethnic discrimination and cigarette dependence among Latinx individuals who smoke
12113,https://doi.org/10.1002/jaba.1026,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,Toward establishing a qualifying autoclitic repertoire in children with autism spectrum disorder
3310,https://doi.org/10.1007/s10802-024-01251-4,RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,Development of Comorbid Alcohol Use and Depressive Symptoms During Late Adolescence: Examining the Roles of Emotion Regulation and Gender Differences
6670,https://doi.org/10.1016/j.bodyim.2024.101717,BODY IMAGE,Exploration of parental consent for adolescent involvement in genital body image education research
12911,https://doi.org/10.1007/s11469-023-01104-z,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Validation of the HRI-24 on Adolescents and Development of a Short Version of the Instrument
2310,https://doi.org/10.1080/21622965.2024.2417810,APPLIED NEUROPSYCHOLOGY-CHILD,Investigating morphosyntactic and semantic measures in bilingual Azeri-Persian speaking children aged 5.5 to 6.5 years with and without language impairment
11768,https://doi.org/10.1111/famp.12949,FAMILY PROCESS,Longitudinal associations between the quality of family interactions and school-age children's narrative abilities in the context of financial insecurity
