article_id,Accession Number (UT),Database,Editions,1st Document Type,2nd Document Type,3rd Document Type,All Document Types (comma-separated),Primary Language,Number of Cited References,Times Cited,Citing items with citation context,Background,Support,Differ,Discuss,Basis,Keywords,Keywords Plus,Bib Type,Page count,Bib ID,1st Subject Sub-Heading,2nd Subject Sub-Heading,1st Subject Category (traditional),2nd Subject Category (traditional),Subject Category (extended),1st Category Heading,2nd Category Heading,Abstract,Cover date,Vol,Published Year,Sort date,Published month,Published Type,Journal OA Gold,ISSN,EISSN,DOI,XREF DOI,Pubmed ID,ISBN,EISBN,Parent Book DOI,Source title,Title,Source Abbreviation,Abbreviation ISO,Abbreviation 11,Abbreviation 29,Publisher SeqNo,Publisher Role,Publisher Full Name,Publisher Address No,Publisher Display name
6050,WOS:000430522800015,WOS,"WOS.SCI,WOS.SSCI",Article,NA,NA,Article,English,70,NA,19,14,1,0,9,1,"Shame,Mediation,Depression,Alcohol,Gambling,Longitudinal","ANXIETY STRESS SCALES,ALCOHOL-USE,PROBLEMATIC ALCOHOL,MAJOR DEPRESSION,COLLEGE-STUDENTS,SELF-MEDICATION,USE DISORDERS,SUBSTANCE USE,GUILT,SYMPTOMS",Journal,208,82: 94-100 JUL 2018,Life Sciences & Biomedicine,NA,"Psychology, Clinical",Substance Abuse,"Psychology,Substance Abuse",Social Sciences,Science & Technology,"Background: Alcohol and gambling problems are common in young adults. Self-medication theory states that young adults with depression drink and/or gamble to escape negative emotions. Research shows that depression is a risk factor for drinking/gambling problems, but more work is needed to examine mediators underlying these associations. One potential mediator is shame. Shame is a self-directed emotion that follows a negative life event and is characterized by intense feelings of inferiority, worthlessness, and embarrassment. Depressed individuals are especially susceptible to shame (and associated emotions). Shame has also been implicated in risk for addiction. Accordingly, we predicted that elevated shame would explain why depression is associated with both alcohol and gambling problems.
Methods: A longitudinal design was used to examine this hypothesis. Undergraduates (N = 210) completed self reports of depression at baseline (Time 1) and then completed self-reports of shame, alcohol misuse, gambling problems one month later (Time 2).
Results: Results showed that individuals with elevated depression at Time 1 endorsed high levels of shame at Time 2, which in turn predicted more gambling (beta = .038, 95% CI [.010, .087]) and alcohol problems (beta = .249, 95% CI [.123, .435]) at Time 2. We found that increased levels of shame explained the effects of depression on problem drinking and gambling.
Conclusions: Study findings improve our understanding of the depressive pathway to addiction by providing evidence for shame as a potential mechanism of this pathway.
Impact: Reducing shame can be a target of clinical interventions for young adults with depression and alcohol/gambling problems.",JUL 2018,82,2018,2018-07-01,JUL,Journal,N,0306-4603,1873-6327,10.1016/j.addbeh.2018.02.023,NA,MEDLINE:29505986,NA,NA,NA,ADDICTIVE BEHAVIORS,Shame mediates the relationship between depression and addictive behaviours,ADDICT BEHAV,Addict. Behav.,ADDICT BEHA,ADDICT BEHAV,1,publisher,PERGAMON-ELSEVIER SCIENCE LTD,1,PERGAMON-ELSEVIER SCIENCE LTD
2910,WOS:000447784700001,WOS,WOS.SSCI,Article,NA,NA,Article,English,72,NA,5,3,0,0,3,0,"adolescent,age group,positive behavioral supports,residential,survey,descriptive design,adolescents,positive behavioral interventions and supports,juvenile justice","PBIS IMPLEMENTATION,ALTERNATIVE EDUCATION,RESTRICTIVE SETTINGS,YOUTH,OUTCOMES,QUALITY,IMPACT",Journal,62,44 (1): 3-19 NOV 2018,NA,NA,"Psychology, Clinical","Education, Special","Psychology,Education & Educational Research",Social Sciences,NA,"Despite the prevalence of Positive Behavioral Interventions and Supports (PBIS) for addressing student behavior in public schools, little information exists on the extent and consistency of implementation efforts in secure juvenile justice (JJ) schools. Reports of fidelity to core PBIS processes and components are needed to determine the ubiquity of comprehensive efforts and link implementation to outcomes. All 301 JJ schools in the United States were sent a survey and we report on responses from 143 (47.5%) principals. The survey focused on (a) use of multitiered systems of behavior supports; (b) organizational leadership and training; (c) expectations and consequences; (d) behavior response, monitoring, and oversight; and (e) crisis prevention and management. Approximately 84% of respondents identified alignment with a multitiered framework for behavioral supports. However, fewer supports were available to youth with more serious behavioral needs (i.e., at Tiers 2 and 3). Additional results, implications, and recommendations are provided.",NOV 2018,44,2018,2018-11-01,NOV,Journal,N,0198-7429,2163-5307,10.1177/0198742918763946,NA,NA,NA,NA,NA,BEHAVIORAL DISORDERS,Positive Behavior Interventions and Supports Implementation in Secure Care Juvenile Justice Schools: Results of a National Survey of School Administrators,BEHAV DISORDERS,Behav. Disord.,BEHAV DISOR,BEHAV DISORDERS,1,publisher,SAGE PUBLICATIONS INC,1,SAGE PUBLICATIONS INC
1248,WOS:000443238100013,WOS,"WOS.SCI,WOS.SSCI",Article,NA,NA,Article,English,58,NA,8,6,0,1,2,2,"fitness to drive,driving assessment,on-road driving,functional abilities,older drivers","MILD COGNITIVE IMPAIRMENT,OLDER DRIVERS,PERFORMANCE,PREDICTORS,ADULTS,MOTOR,RISK,CESSATION,MOBILITY,SAFETY",Journal,169,30 (8): 1211-1225 AUG 2018,Life Sciences & Biomedicine,NA,"Psychology, Clinical",Geriatrics & Gerontology,"Psychology,Geriatrics & Gerontology,Psychiatry",Social Sciences,Science & Technology,"Background:Elderly drivers are an increasing group in society. Previous research has found that functional and cognitive abilities are more important for driving abilities than biological age. In an attempt to conserve independent mobility for elderly drivers, many researchers have focused on elderly drivers diagnosed with cognitive decline (mild cognitive impairment or mild Dementia). This study is the first to focus on elderly drivers with cognitive complaints or suspected of diminished fitness to drive by an (in)formal caregiver as an at-risk group.Methods:The main objective of this study was to develop a fitness to drive screening tool for elderly drivers to be used in a doctor's office. Furthermore, this study investigated the additional value of driving simulator tests in the assessment of fitness to drive. Both screenings (functional abilities and driving simulator test) were benchmarked against the official Belgian fitness to drive licensing procedure.Results:One-hundred thirty-six elderly drivers participated in a functional abilities screening, a driving simulator assessment and an on-road driving test. Sixty-five percent of the sample was considered fit to drive. Visual acuity, physical flexibility, and knowledge of road signs were found to be the best predictive set of tests for the on-road fitness to drive outcome. A performance based driving simulator assessment increased predictive accuracy significantly.Conclusion:The proposed screening procedure saves part of the at-risk elderly driver population from stressful and costly on-road driving evaluations. This procedure provides more information of an individual driver's specific driving parameters. This opens doors for personalized older driver training to maintain independent mobility in later life.",AUG 2018,30,2018,2018-08-01,AUG,Journal,N,1041-6102,1741-203X,10.1017/S1041610217002678,NA,MEDLINE:29223185,NA,NA,NA,INTERNATIONAL PSYCHOGERIATRICS,Aiding medical professionals in fitness-to-drive screenings for elderly drivers: development of an office-based screening tool,INT PSYCHOGERIATR,Int. Psychogeriatr.,INT PSYCHOG,INT PSYCHOGERIATR,1,publisher,CAMBRIDGE UNIV PRESS,1,CAMBRIDGE UNIV PRESS
7382,WOS:000426106800007,WOS,WOS.SSCI,Article,NA,NA,Article,English,38,NA,NA,NA,NA,NA,NA,NA,"integration,practitioners' experience,primary health,mental health,South Africa","HUMAN-RESOURCE REQUIREMENTS,RURAL DISTRICT,DISORDERS,SERVICES,STRESS",Journal,100,27 (2): 135-141 2018,Life Sciences & Biomedicine,NA,"Psychology, Clinical",Psychiatry,"Psychology,Psychiatry",Social Sciences,Science & Technology,"Background: Despite the alarming prevalence of neuropsychiatric disorders in South Africa, mental health care remains under-resourced. The Mental Health Framework Policy of South Africa outlined the objective to integrate mental health into primary health care. The aim is to make mental health care more accessible, affordable and acceptable. Practitioners, however, find the application of the policy challenging. The identification of challenges can guide efforts to create conditions favourable to the implementation of the policy.Aim: To explore and describe primary health practitioners' experience of the integration of mental health into primary health care.Methods: A mixed-method exploratory descriptive design was used to collect quantitative data by means of a structured questionnaire from a purposive sample consisting of 95 primary health care practitioners and qualitative data from a sub-sample of 12 participants by means of semi-structured interviews. Data were analyzed using mixed-method analysis.Results: The results indicated that though progress has been made in the implementation of the integration of mental health into primary health care, several challenges remain.Conclusions: The identified challenges may contribute to inconsistent care and difficulties such as unidentified symptoms, defaulting treatment and the revolving-door phenomenon. Recommendations were made based on the findings of the study.",2018,27,2018,2018-01-01,NA,Journal,N,0963-8237,1360-0567,10.1080/09638237.2017.1340604,NA,MEDLINE:28648107,NA,NA,NA,JOURNAL OF MENTAL HEALTH,"Practitioners' experience of the integration of mental health into primary health care in the West Rand District, South Africa",J MENT HEALTH,J. Ment. Heal.,J MEN HEALT,J MENT HEAL,1,publisher,TAYLOR & FRANCIS INC,1,TAYLOR & FRANCIS INC
4390,WOS:000439917400006,WOS,WOS.SSCI,Article,NA,NA,Article,English,23,NA,18,12,3,0,10,1,"anorexia nervosa,severe and enduring,cognitive-behavioral therapy,effectiveness,real-world","EATING-DISORDERS,QUESTIONNAIRE",Journal,72,86 (8): 702-709 AUG 2018,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"Objective: The present study aimed to examine whether Anorexia Nervosa (AN) illness severity or duration is associated with retention or treatment response in outpatient, enhanced cognitive-behavioral therapy (CBT-E). Method: Patients with a confirmed AN diagnosis (N = 134) completed measures of eating disorder symptoms and quality of life, and had their BMI objectively measured before, during, and after treatment. We evaluated whether illness severity or duration predicted treatment outcomes, using longitudinal regression models. Results: Greater levels of illness severity and duration were not associated with poorer treatment outcomes. Conclusions: Patients with more severe or long-standing AN illness did just as well in CBT-E as any other patient starting treatment. Therefore, classifying individuals as ""severe and enduring"" appears to lack clinical utility in CBT-E. Clinicians should continue to administer evidence-supported treatments such as CBT-E for patients with AN, regardless of duration or severity of AN illness.",AUG 2018,86,2018,2018-08-01,AUG,Journal,N,0022-006X,1939-2117,10.1037/ccp0000319,NA,MEDLINE:30035586,NA,NA,NA,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Severe and Enduring Anorexia Nervosa? Illness Severity and Duration Are Unrelated to Outcomes From Cognitive Behaviour Therapy,J CONSULT CLIN PSYCH,J. Consult. Clin. Psychol.,J CONS CLIN,J CONSULT CLIN PSYCHOL,1,publisher,AMER PSYCHOLOGICAL ASSOC,1,AMER PSYCHOLOGICAL ASSOC
607,WOS:000453529100010,WOS,WOS.SSCI,Article,NA,NA,Article,English,42,NA,6,4,0,0,1,3,NA,"HEALTH SURVEY SF-36,PROCESSING THERAPY,CLINICAL-TRIAL,PSYCHOTHERAPY,PTSD,EXPOSURE,ANXIETY",Journal,154,31 (6): 886-898 DEC 2018,Life Sciences & Biomedicine,NA,"Psychology, Clinical",Psychiatry,"Psychology,Psychiatry",Social Sciences,Science & Technology,"Relative to advances in the literature that have examined individual treatment approaches for posttraumatic stress disorder (PTSD), scientific knowledge about group treatment approaches has lagged, resulting in no currently available group treatment for PTSD despite the frequency with which this format is used. Our goal was to build upon the existing literature by examining the efficacy of a group cognitive-behavioral treatment (GCBT) for PTSD relative to group present-centered treatment (GPCT). The sample consisted of 198 male veterans with PTSD who were recruited at two Department of Veteran Affairs medical centers and randomly assigned to either GCBT (n = 98) or GPCT (n = 100); both treatments were 14 sessions. Assessments occurred at baseline, midtreatment, posttreatment, and 3-, 6-, and 12-month follow-ups. Findings indicated significant reductions in PTSD severity and PTSD diagnostic status following treatment for both GCBT, d = 0.97, and GPCT, d = 0.61. In addition, we observed significant reductions for depression symptoms, anxiety symptoms, and functional impairment for both group treatments as well as a reduction in the percentage of veteran participants who met diagnostic status for co-occurring major depression disorder and generalized anxiety disorder. Notably, these treatment gains were maintained at 12-month follow-up. Contrary to expectations, there were no significant differences between treatment conditions. Veterans diagnosed with PTSD were successfully treated using a group approach. Consistent with a growing body of evidence, the findings also suggest GPCT is as equally efficacious as group trauma-focused treatment. The trial was registered at clinicaltrials.gov (NCT01544088).",DEC 2018,31,2018,2018-12-01,DEC,Journal,N,0894-9867,1573-6598,10.1002/jts.22338,NA,MEDLINE:30499227,NA,NA,NA,JOURNAL OF TRAUMATIC STRESS,A Randomized Controlled Trial of Group Cognitive Behavioral Treatment for Veterans Diagnosed With Chronic Posttraumatic Stress Disorder,J TRAUMA STRESS,J. Trauma Stress,J TRAUMA ST,J TRAUMA STRESS,1,publisher,WILEY,1,WILEY
2831,WOS:000448897500007,WOS,WOS.SSCI,Article,NA,NA,Article,English,27,NA,1,0,1,0,0,0,"evidence-based psychotherapies,implementation,veterans,posttraumatic stress disorder","EVIDENCE-BASED-PSYCHOTHERAPIES,IMPLEMENTATION,DISSEMINATION,PTSD",Journal,197,15 (4): 429-436 Sp. Iss. SI NOV 2018,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"Prior single-site and regional studies have documented difficulties in implementing prolonged exposure (PE) and cognitive processing therapy (CPT) for posttraumatic stress disorder (PTSD) into practice in Veterans Affairs (VA) Medical Centers, estimating that between 6% and 13% of VA patients with PTSD receive PE or CPT (Lu, Plagge, Marsiglio, & Dobscha, 2016; Mott et al., 2014; Shiner et al., 2013). However, these studies examined data from fiscal years 2008-2012, and therefore may not reflect more recent utilization patterns. Beginning in 2007, the VA invested heavily in increasing implementation of PE and CPT, including nationwide training rollouts and consultation. Given the length of time required for successful implementation of new practices, it is important to evaluate use of PE and CPT over time. We examined current use of PE and CPT at 1 VA medical center PTSD specialty clinic and compared this to prior rates for the same clinic. Chart reviews for all patients receiving a PTSD clinic initial evaluation between January 1, 2015, and May 31, 2015, indicated that 52% of patients began a course of PE or CPT within the 1-year follow-up period, representing a 5-fold increase from 2008 to 2012. We discuss changes in clinic structure, processes. training, and clinician support that might account for the successful implementation of PE and CPT in this clinic. We also present data on alternative referrals provided to patients not engaging in PE and CPT. and predictors of engagement in PE and CPT.",NOV 2018,15,2018,2018-11-01,NOV,Journal,N,1541-1559,1939-148X,10.1037/ser0000138,NA,MEDLINE:28287769,NA,NA,NA,PSYCHOLOGICAL SERVICES,Increased Utilization of Prolonged Exposure and Cognitive Processing Therapy Over Time: A Case Example From a Large Veterans Affairs Posttraumatic Stress Disorder Clinic,PSYCHOL SERV,Psychol. Serv.,PSYCHOL SER,PSYCHOL SERV,1,publisher,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC
2474,WOS:000451404900005,WOS,WOS.ESCI,Article,NA,NA,Article,English,45,NA,2,1,0,0,1,0,"integrated CBT,telehealth,depression,insomnia,older adults","PSYCHOLOGICAL REACTANCE,THERAPEUTIC REACTANCE,DISORDERS,LEVEL",Journal,194,28 (4): 462-474 DEC 2018,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"Reactance refers to an oppositional tendency, and may have the potential to interfere with patients' engagement in intensive group psychotherapy. Using data from an integrative group treatment program for patients with personality dysfunction, the present study investigated reactance with regard to program attendance and premature termination, and with patients' perceptions of the group therapy process. Patients with personality dysfunction (N = 138) completed pretreatment assessments of reactance and symptom distress, along with measures of group process during the early phase of treatment. Nonparametric tests were used to examine patients' attendance and termination status. Mediation analyses were conducted to examine reactance as a potential mechanism in the relationship between personality dysfunction and patients' perceptions of group climate. Reactance was associated with reduced attendance and both patient-initiated and administratively determined premature termination. Among patients who provided ratings of group process (n = 117), reactance served as a significant mediator of the relationship between personality dysfunction and perceptions of both avoidant and conflictual group climate. Reactance is a potential impediment to treatment completion, and contributes to patients' negative perceptions of the group therapy process. The findings indicate a need for clinical attention regarding reactance early in the assessment and treatment-preparation process.",DEC 2018,28,2018,2018-12-01,DEC,Journal,N,1053-0479,NA,10.1037/int0000129,NA,NA,NA,NA,NA,JOURNAL OF PSYCHOTHERAPY INTEGRATION,Reactance and Engagement in Integrative Group Psychotherapy for Personality Dysfunction,J PSYCHOTHER INTEGR,J. Psychother. Integr.,J PSYCHOTHE,J PSYCHOTHER INTEGR,1,publisher,AMER PSYCHOLOGICAL ASSOC,1,AMER PSYCHOLOGICAL ASSOC
2236,WOS:000429537200033,WOS,WOS.SSCI,Article,NA,NA,Article,English,39,NA,14,9,2,0,6,0,"Moral foundations theory,Political psychology,Morality,Homophobia,Sexual orientation","GAY MEN,ATTITUDES,LIBERALS,AUTHORITARIANISM,VALIDATION,INTUITIONS,PREJUDICE,VALIDITY,AMERICA,SUPPORT",Journal,477,47 (4): 1183-1194 MAY 2018,NA,NA,"Psychology, Clinical","Social Sciences, Interdisciplinary","Psychology,Social Sciences - Other Topics",Social Sciences,NA,"Previous research has linked conservative political ideology with homophobia. Political ideology has also been linked to differences in moral decision-making, with research suggesting that conservatives and liberals may use different values in their moral decision-making processes. Moral foundations theory is a model of moral decision-making that proposes that individuals emphasize different domains in moral decision-making. Conservatives tend to emphasize binding foundations, while liberals tend to emphasize individualizing foundations. Utilizing large, ethnically diverse college samples, the purpose of these two cross-sectional studies (Study 1 N = 492; Study 2 N = 861) was to explore whether moral foundations mediate the relationship between political ideology and homophobia. These studies explored economic and social political ideology separately and utilized a two-factor model of moral foundations theory (individualizing and binding foundations). Results of both studies found that conservative economic and social political ideology was positively associated with homophobia. Study 1 found that both conservative economic and social political ideology had an indirect effect on homophobia through binding foundations. Study 2 found that both economic and social political ideology had an indirect effect on homophobia through both binding and individualizing foundations. Overall, the results were consistent with the notion that moral foundations may explain the relationship between political ideology and homophobia.",MAY 2018,47,2018,2018-05-01,MAY,Journal,N,0004-0002,1573-2800,10.1007/s10508-017-0989-2,NA,MEDLINE:28466228,NA,NA,NA,ARCHIVES OF SEXUAL BEHAVIOR,Economic and Social Political Ideology and Homophobia: The Mediating Role of Binding and Individualizing Moral Foundations,ARCH SEX BEHAV,Arch. Sex. Behav.,ARCH SEX BE,ARCH SEX BEHAV,1,publisher,SPRINGER/PLENUM PUBLISHERS,1,SPRINGER/PLENUM PUBLISHERS
8446,WOS:000418277500009,WOS,WOS.SSCI,Article,NA,NA,Article,English,59,NA,8,3,1,0,6,0,"mental health,anxiety,ADHD,vignette,barriers","MENTAL-HEALTH-SERVICES,AFRICAN-AMERICAN,YOUNG-PEOPLE,US CHILDREN,ADOLESCENT,DISORDERS,BARRIERS,IMPACT,YOUTH,CARE",Journal,202,74 (1): 161-177 JAN 2018,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"ObjectiveUnderstanding social and environmental factors that contribute to parental help-seeking intentions is an important step in addressing service underutilization for children in need of treatment. This study examined factors that contribute to parents' intentions to seek formal and informal help for child psychopathology (anxiety and attention-deficit/hyperactivity disorder [ADHD]).
MethodA total of 251 parents (N = 128 mothers, N = 123 fathers; 49% Black, 51% White) read 3 vignettes describing children with anxiety, ADHD, and no diagnosis. Measures of problem recognition, perceived barriers, and formal (pediatricians, psychologists, teachers) and informal (religious leaders, family/friends, self-help) help seeking were completed. Four separate hierarchical logistic regression models were used to examine parental help-seeking likelihood from formal and informal sources for internalizing and externalizing symptoms. Predictors were socioeconomic status, parent race, age, and sex, parent problem recognition (via study vignettes), and perceived barriers to mental health service utilization.
ResultMothers were more likely than fathers to seek help from pediatricians, psychologists, teachers, and religious leaders for child anxiety and pediatricians, religious leaders, and self-help resources for child ADHD. Black parents were more likely to seek help from religious leaders and White parents were more likely to use self-help resources. Problem recognition was associated with greater intentions to seek help from almost all formal and informal sources (except from friends/family).
ConclusionUnderstanding factors that contribute to parental help seeking for child psychopathology is critical for increasing service utilization and reducing the negative effects of mental health problems. This study highlights the importance of decreasing help-seeking barriers and increasing problem recognition to improve health equity. (C) 2017 Wiley Periodicals, Inc.",JAN 2018,74,2018,2018-01-01,JAN,Journal,N,0021-9762,1097-4679,10.1002/jclp.22495,NA,MEDLINE:28620969,NA,NA,NA,JOURNAL OF CLINICAL PSYCHOLOGY,Black and White Parents' Willingness to Seek Help for Children's Internalizing and Externalizing Symptoms,J CLIN PSYCHOL,J. Clin. Psychol.,J CLIN PSYC,J CLIN PSYCHOL,1,publisher,WILEY,1,WILEY
8460,WOS:000436389500031,WOS,"WOS.SCI,WOS.SSCI",Article,NA,NA,Article,English,118,NA,105,60,3,0,36,24,NA,"TREATMENT-RESISTANT DEPRESSION,SHAM-CONTROLLED-TRIAL,DORSOLATERAL PREFRONTAL CORTEX,RANDOMIZED CONTROLLED-TRIAL,TREATING MAJOR DEPRESSION,DEEP BRAIN-STIMULATION,DOUBLE-BLIND,MOTOR THRESHOLD,ELECTROCONVULSIVE-THERAPY,ANTIDEPRESSANT EFFICACY",Journal,277,79 (1): 35-+ JAN-FEB 2018,Life Sciences & Biomedicine,NA,"Psychology, Clinical",Psychiatry,"Psychology,Psychiatry",Social Sciences,Science & Technology,"Objective: To provide expert recommendations for the safe and effective application of repetitive transcranial magnetic stimulation (rTMS) in the treatment of major depressive disorder (MDD).
Participants: Participants included a group of 17 expert clinicians and researchers with expertise in the clinical application of rTMS, representing both the National Network of Depression Centers (NNDC) rTMS Task Group and the American Psychiatric Association Council on Research (APA CoR) Task Force on Novel Biomarkers and Treatments.
Evidence: The consensus statement is based on a review of extensive literature from 2 databases (OvidSP MEDLINE and PsycINFO) searched from 1990 through 2016. The search terms included variants of major depressive disorder and transcranial magnetic stimulation. The results were limited to articles written in English that focused on adult populations. Of the approximately 1,500 retrieved studies, a total of 118 publications were included in the consensus statement and were supplemented with expert opinion to achieve consensus recommendations on key issues surrounding the administration of rTMS for MDD in clinical practice settings.
Consensus Process: In cases in which the research evidence was equivocal or unclear, a consensus decision on how rTMS should be administered was reached by the authors of this article and is denoted in the article as ""expert opinion.""
Conclusions: Multiple randomized controlled trials and published literature have supported the safety and efficacy of rTMS antidepressant therapy. These consensus recommendations, developed by the NNDC rTMS Task Group and APA CoR Task Force on Novel Biomarkers and Treatments, provide comprehensive information for the safe and effective clinical application of rTMS in the treatment of MDD.",JAN-FEB 2018,79,2018,2018-01-01,JAN-FEB,Journal,N,0160-6689,1555-2101,10.4088/JCP.16cs10905,NA,MEDLINE:28541649,NA,NA,NA,JOURNAL OF CLINICAL PSYCHIATRY,Consensus Recommendations for the Clinical Application of Repetitive Transcranial Magnetic Stimulation (rTMS) in the Treatment of Depression,J CLIN PSYCHIAT,J. Clin. Psychiatry,J CLIN PSY,J CLIN PSYCHIAT,1,publisher,PHYSICIANS POSTGRADUATE PRESS,1,PHYSICIANS POSTGRADUATE PRESS
4736,WOS:000437674300020,WOS,WOS.SSCI,Article,NA,NA,Article,English,54,NA,7,6,0,0,2,0,"Sexual initiation,Sexual partnering,Sexual health,Add Health,Adolescence,Early adulthood","NATIONALLY REPRESENTATIVE SAMPLE,LATENT CLASS ANALYSIS,UNITED-STATES,TRANSMITTED INFECTIONS,UNINTENDED PREGNANCY,REPRODUCTIVE HEALTH,CONTRACEPTIVE USE,YOUNG ADULTHOOD,MINORITY YOUTH,MISSING DATA",Journal,327,47 (6): 1791-1810 AUG 2018,NA,NA,"Psychology, Clinical","Social Sciences, Interdisciplinary","Psychology,Social Sciences - Other Topics",Social Sciences,NA,"The goal of this study was to examine, in a nationally representative sample, relationships between various sexual initiation patterns, subsequent sexual partnerships, and related health outcomes from adolescence through early adulthood. Data were from a subset of 6587 respondents from the National Longitudinal Study of Adolescent to Adult Health. Bivariate analyses and adjusted logistic and ordinary least squares regression models were used to determine associations between membership in three sexual initiation classes, lifetime sexual partner counts, and multiple health outcomes, including lifetime sexually transmitted infection or disease (STI/STD) diagnosis, lifetime unintended pregnancy, and romantic relationship quality. Broadly, having fewer lifetime sexual partners was associated with lower odds of STI/STD diagnosis and unintended pregnancy, and better relationship quality; however, findings also indicated both within and between sexual initiation class differences in the relationship between lifetime sexual partners and all three health outcomes. In particular, results showed little variation in health outcomes by sexual partnering among those who postponed sexual activity, but members of the class characterized by early and atypical sexual initiation patterns who had fewer lifetime partners exhibited better health outcomes than most other initiation groups. These results show that while both sexual initiation and partnering patterns add important information for understanding sexual health from adolescence to early adulthood, partnering may be more relevant to these sexual health outcomes. Findings indicate a need for more comprehensive sexuality education focused on sexual risk reduction and promotion of relationship skills among adolescents and adults.",AUG 2018,47,2018,2018-08-01,AUG,Journal,N,0004-0002,1573-2800,10.1007/s10508-018-1176-9,NA,MEDLINE:29594701,NA,NA,NA,ARCHIVES OF SEXUAL BEHAVIOR,"Associations Between Patterns of Sexual Initiation, Sexual Partnering, and Sexual Health Outcomes from Adolescence to Early Adulthood",ARCH SEX BEHAV,Arch. Sex. Behav.,ARCH SEX BE,ARCH SEX BEHAV,1,publisher,SPRINGER/PLENUM PUBLISHERS,1,SPRINGER/PLENUM PUBLISHERS
3482,WOS:000444578700007,WOS,WOS.SSCI,Article,NA,NA,Article,English,103,NA,3,1,0,0,2,0,"drug misuse,tranquilizers,antianxiety drug misuse,strain,gendered stress","PRESCRIPTION DRUG-USE,GENERAL STRAIN THEORY,NATIONAL EPIDEMIOLOGIC SURVEY,SEX-DIFFERENCES,NONMEDICAL USE,HELP-SEEKING,NEGATIVE EMOTIONS,UNITED-STATES,PRIMARY-CARE,GENDER",Journal,132,62 (11): 1562-1585 Sp. Iss. SI OCT 2018,NA,NA,"Psychology, Clinical","Social Sciences, Interdisciplinary","Psychology,Social Sciences - Other Topics",Social Sciences,NA,"Research consistently finds that men use all types of drugs more frequently and extensively than women. However, the misuse of prescription tranquilizers provides an exception. Recent research has found that women are more likely to misuse tranquilizers than men, yet few efforts have been made to systematically understand why this is the case and whether there are gendered factors that might help explain their misuse. Building on general strain theory and other scholarship concerning the links between psychological strain, mental-emotional health, and illicit drug use, we employed a mixed-methods design to investigate the interrelationships between gender, mental health, and tranquilizer misuse. Using data from the 2010 National Survey of Drug Use and Health, we examined tranquilizer misuse among women using various social, demographic, and health-related characteristics. Following this, we drew on nine in-depth interviews with adult women aged 21 to 69 years who reported a history of misusing tranquilizers. The quantitative data reveal that the odds of tranquilizer misuse are nearly two times higher for each unit increase on the poor mental health scale. Whereas being married increases the risk of misuse, having young children is associated with a decreased risk. Our analysis of the interview data reveals three main themes, related to tranquilizer access, reasons for misuse, and shame related to misuse. The interviews clearly uncover tranquilizer misuse as an attempt by women to manage competing demands between their work and home lives, and more specifically as a means of promoting success in both devotions. We conclude by arguing that women's misuse of tranquilizers is a gendered behavior in response to gender-specific strains, which in turn reproduces gendering as an institution as well as in individual lives. The implications of these findings for general strain theory are also discussed.",OCT 2018,62,2018,2018-10-01,OCT,Journal,N,0002-7642,1552-3381,10.1177/0002764218787027,NA,NA,NA,NA,NA,AMERICAN BEHAVIORAL SCIENTIST,"""I'm Not a Traditional Woman"": Tranquilizer Misuse as Self-Medication Among Adult Women",AM BEHAV SCI,Am. Behav. Sci.,AM BEHAV SC,AMER BEHAV SCI,1,publisher,SAGE PUBLICATIONS INC,1,SAGE PUBLICATIONS INC
